mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
62.594038248062134,8.92714312519721,20.19933670759201,1.415950024678493,euclidean,38,uniform,"{'metric': 'euclidean', 'n_neighbors': 38, 'weights': 'uniform'}",0.5981253097525222,0.5961327899504303,0.5956606132686771,0.5710423951386823,0.5902402770275781,0.011122434126642263,11
60.114287316799164,13.103497618032334,22.535371720790863,4.094650643992934,euclidean,38,distance,"{'metric': 'euclidean', 'n_neighbors': 38, 'weights': 'distance'}",0.599844199429956,0.5990024858434284,0.5980455795997536,0.5615756664059182,0.5896169828197639,0.01620216263728451,16
58.54767256975174,9.609379146792376,24.192506849765778,0.6864523621553091,euclidean,40,uniform,"{'metric': 'euclidean', 'n_neighbors': 40, 'weights': 'uniform'}",0.5976781427287966,0.5968858455665415,0.5947336060977066,0.5726209152170031,0.5904796274025119,0.010366872596544119,9
50.44502264261246,10.816391188009739,24.93712615966797,2.1358775558608527,euclidean,40,distance,"{'metric': 'euclidean', 'n_neighbors': 40, 'weights': 'distance'}",0.599554045352023,0.599806587929222,0.597149959845122,0.5615046855993545,0.5895038196814304,0.016198526463435045,18
48.230632185935974,14.498831390823572,24.653661012649536,1.85180727411703,euclidean,42,uniform,"{'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'uniform'}",0.5984896153056579,0.596629925389138,0.5949770276939156,0.5726349913383,0.5906828899317529,0.010493789288847939,4
52.092857241630554,9.944930514321381,26.045189142227173,2.3787338736491153,euclidean,42,distance,"{'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'distance'}",0.6005713803543573,0.5995089251793143,0.5974534363030415,0.5616778674556875,0.5898029023231002,0.01627663398300179,13
48.36740440130234,11.82906630448705,25.50231659412384,1.8542372668462472,euclidean,44,uniform,"{'metric': 'euclidean', 'n_neighbors': 44, 'weights': 'uniform'}",0.5979681739445765,0.5962368624116541,0.5940737329302278,0.5743045767960614,0.59064583652063,0.00953498084745022,6
49.81907021999359,11.709873805808668,25.71981316804886,2.058075227836532,euclidean,44,distance,"{'metric': 'euclidean', 'n_neighbors': 44, 'weights': 'distance'}",0.6000775549533535,0.5992599349153918,0.5964518876498932,0.5618057519891309,0.5893987823769423,0.015987496154020595,20
48.05616468191147,11.722999985192715,24.519122064113617,1.420677925165502,manhattan,38,uniform,"{'metric': 'manhattan', 'n_neighbors': 38, 'weights': 'uniform'}",0.5979699699044629,0.5961915268987383,0.595587015227611,0.5743881674107205,0.5910341698603832,0.009650407405449157,1
50.29275047779083,12.186798149299646,25.69451755285263,2.2270630624523027,manhattan,38,distance,"{'metric': 'manhattan', 'n_neighbors': 38, 'weights': 'distance'}",0.5997250237425988,0.5989382152338836,0.597677847837955,0.5602328515911852,0.5891434846014056,0.016707526564878016,23
49.0331591963768,13.289309775058603,24.506845891475677,2.0157483560800893,manhattan,40,uniform,"{'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'uniform'}",0.5975075362735589,0.5969039232580188,0.5945293436941215,0.5743542285302095,0.5908237579389772,0.009573636559162008,3
53.83022004365921,9.803844666805698,25.456933796405792,0.6710586863099408,manhattan,40,distance,"{'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'distance'}",0.5994487110202942,0.5995700469217221,0.5969494364748839,0.5601513320672592,0.5890298816210399,0.016705815335008953,24
50.61415779590607,12.56245182210712,25.729237139225006,2.146160543409122,manhattan,42,uniform,"{'metric': 'manhattan', 'n_neighbors': 42, 'weights': 'uniform'}",0.5983449110702039,0.59671590146502,0.5945610408502775,0.5743894788534596,0.5910028330597402,0.009685164438190026,2
50.25480675697327,11.608316691548517,25.389105081558228,1.714396715823013,manhattan,42,distance,"{'metric': 'manhattan', 'n_neighbors': 42, 'weights': 'distance'}",0.60045804563861,0.5994382416979224,0.5970462735300007,0.5618203707937085,0.5896907329150605,0.016138540929030797,15
49.156291365623474,11.325500734843933,26.026464879512787,2.305437371733298,manhattan,44,uniform,"{'metric': 'manhattan', 'n_neighbors': 44, 'weights': 'uniform'}",0.5980039777314176,0.596310140996389,0.5936171792726489,0.574408161023706,0.5905848647560403,0.009469724129311633,8
48.58700770139694,13.45690841334964,26.582852840423584,2.549008076465178,manhattan,44,distance,"{'metric': 'manhattan', 'n_neighbors': 44, 'weights': 'distance'}",0.599953681520244,0.5991843308521904,0.5962042815332517,0.5617859376933733,0.5892820578997647,0.015936533239367376,22
48.88026762008667,13.036857491026222,24.07607078552246,1.6473244262447189,minkowski,38,uniform,"{'metric': 'minkowski', 'n_neighbors': 38, 'weights': 'uniform'}",0.5981253097525222,0.5961327899504303,0.5956606132686771,0.5710423951386823,0.5902402770275781,0.011122434126642263,11
51.177737176418304,9.891404292057977,24.637542009353638,1.1827424581931008,minkowski,38,distance,"{'metric': 'minkowski', 'n_neighbors': 38, 'weights': 'distance'}",0.599844199429956,0.5990024858434284,0.5980455795997536,0.5615756664059182,0.5896169828197639,0.01620216263728451,16
49.177370846271515,12.26199363706225,24.770470321178436,1.9080363091529298,minkowski,40,uniform,"{'metric': 'minkowski', 'n_neighbors': 40, 'weights': 'uniform'}",0.5976781427287966,0.5968858455665415,0.5947336060977066,0.5726209152170031,0.5904796274025119,0.010366872596544119,9
