mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
62.65244233608246,8.330132289072735,20.212108969688416,1.1122663230724672,euclidean,38,uniform,"{'metric': 'euclidean', 'n_neighbors': 38, 'weights': 'uniform'}",0.028,0.028018679119412943,0.03133333333333333,0.01,0.024338003113186565,0.008388542412488717,13
59.44444066286087,13.1711330275987,22.391036093235016,3.7666442231959505,euclidean,38,distance,"{'metric': 'euclidean', 'n_neighbors': 38, 'weights': 'distance'}",0.029333333333333333,0.03402268178785857,0.03866666666666667,0.014666666666666666,0.02917233711363131,0.0090015072629414,1
57.17734956741333,8.20947845429853,23.830798387527466,0.6508153813846024,euclidean,40,uniform,"{'metric': 'euclidean', 'n_neighbors': 40, 'weights': 'uniform'}",0.028,0.028018679119412943,0.03133333333333333,0.01,0.024338003113186565,0.008388542412488717,13
50.47131025791168,10.700979915716267,24.670897960662842,1.8181944287468348,euclidean,40,distance,"{'metric': 'euclidean', 'n_neighbors': 40, 'weights': 'distance'}",0.029333333333333333,0.03402268178785857,0.038,0.014666666666666666,0.029005670446964643,0.008828685622471879,3
47.69495290517807,14.419862632742985,24.47559767961502,1.8135942410626062,euclidean,42,uniform,"{'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'uniform'}",0.028,0.028018679119412943,0.03133333333333333,0.01,0.024338003113186565,0.008388542412488717,13
52.89191263914108,10.644260014787926,25.765941739082336,2.045684008660613,euclidean,42,distance,"{'metric': 'euclidean', 'n_neighbors': 42, 'weights': 'distance'}",0.029333333333333333,0.0333555703802535,0.03866666666666667,0.014666666666666666,0.02900555926173004,0.008915868854404737,5
48.07463937997818,12.604419279564604,25.22567331790924,1.8686191583444793,euclidean,44,uniform,"{'metric': 'euclidean', 'n_neighbors': 44, 'weights': 'uniform'}",0.027333333333333334,0.028018679119412943,0.03133333333333333,0.01,0.024171336446519903,0.008320475437769018,19
48.65830755233765,11.999573074339704,25.768668711185455,1.9702862122735105,euclidean,44,distance,"{'metric': 'euclidean', 'n_neighbors': 44, 'weights': 'distance'}",0.028666666666666667,0.0333555703802535,0.038,0.014666666666666666,0.02867222592839671,0.008733510255401828,7
48.554271817207336,11.323444962915099,25.28134995698929,2.0222836225843848,manhattan,38,uniform,"{'metric': 'manhattan', 'n_neighbors': 38, 'weights': 'uniform'}",0.02666666666666667,0.027351567711807873,0.030666666666666665,0.01,0.0236712252612853,0.008036731150895881,21
48.694391667842865,12.711961802131711,26.235032558441162,3.27955779334748,manhattan,38,distance,"{'metric': 'manhattan', 'n_neighbors': 38, 'weights': 'distance'}",0.028666666666666667,0.0333555703802535,0.037333333333333336,0.014666666666666666,0.02850555926173004,0.008558520706913928,9
50.29113930463791,12.272503003940743,24.35519367456436,1.1448683035358405,manhattan,40,uniform,"{'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'uniform'}",0.02666666666666667,0.027351567711807873,0.03,0.01,0.023504558594618634,0.00789560429120658,22
51.01802706718445,9.843735530433916,25.599904716014862,2.1190684759750162,manhattan,40,distance,"{'metric': 'manhattan', 'n_neighbors': 40, 'weights': 'distance'}",0.028666666666666667,0.03268845897264843,0.037333333333333336,0.014666666666666666,0.028338781409828775,0.008468410262513246,10
48.47677135467529,13.025726282671217,25.68100154399872,2.580449084399122,manhattan,42,uniform,"{'metric': 'manhattan', 'n_neighbors': 42, 'weights': 'uniform'}",0.02666666666666667,0.027351567711807873,0.03,0.01,0.023504558594618634,0.00789560429120658,22
51.4058980345726,11.49854544631224,25.18822479248047,1.8863487448305438,manhattan,42,distance,"{'metric': 'manhattan', 'n_neighbors': 42, 'weights': 'distance'}",0.028666666666666667,0.03268845897264843,0.037333333333333336,0.014666666666666666,0.028338781409828775,0.008468410262513246,10
49.773686587810516,11.168863668457668,26.057341158390045,2.5191844921910036,manhattan,44,uniform,"{'metric': 'manhattan', 'n_neighbors': 44, 'weights': 'uniform'}",0.02666666666666667,0.027351567711807873,0.03,0.01,0.023504558594618634,0.00789560429120658,22
49.1234313249588,12.322133951808606,26.306704699993134,2.6685184401162956,manhattan,44,distance,"{'metric': 'manhattan', 'n_neighbors': 44, 'weights': 'distance'}",0.028,0.03268845897264843,0.037333333333333336,0.014,0.02800544807649544,0.008733450634244874,12
49.23565202951431,11.7505555821057,23.907430112361908,1.1764903356024141,minkowski,38,uniform,"{'metric': 'minkowski', 'n_neighbors': 38, 'weights': 'uniform'}",0.028,0.028018679119412943,0.03133333333333333,0.01,0.024338003113186565,0.008388542412488717,13
50.71695423126221,10.570464619399047,25.574981033802032,2.198316915600811,minkowski,38,distance,"{'metric': 'minkowski', 'n_neighbors': 38, 'weights': 'distance'}",0.029333333333333333,0.03402268178785857,0.03866666666666667,0.014666666666666666,0.02917233711363131,0.0090015072629414,1
49.95497542619705,13.820166456661624,26.61893630027771,3.4326541835844,minkowski,40,uniform,"{'metric': 'minkowski', 'n_neighbors': 40, 'weights': 'uniform'}",0.028,0.028018679119412943,0.03133333333333333,0.01,0.024338003113186565,0.008388542412488717,13
53.4983965754509,11.143766219039046,24.3653621673584,1.446487631289516,minkowski,40,distance,"{'metric': 'minkowski', 'n_neighbors': 40, 'weights': 'distance'}",0.029333333333333333,0.03402268178785857,0.038,0.014666666666666666,0.029005670446964643,0.008828685622471879,3
